Episode,Who said it:,Who was it said to:,Text:
4,Sevika,Silco,"It wasn't a mishap, she froze up and lost her shit."
4,Sevika,Silco,I could've handled those brats.
4,Sevika,Silco,She's a problem and we all know it.
4,Silco,Sevika,We?
4,Silco,Sevika,Who's we?
4,Silco,Sevika,I expect better from you than excuses.
4,Silco,Sevika,It was your job to make sure things went smoothly.
4,Silco,Sevika,You failed. Don't disappoint me again.
4,Silco,Jinx,"The world's growing smaller every day, thanks to the Hexgates."
4,Silco,Jinx,"And now, we're cut off."
4,Silco,Jinx,The topsiders are leaving us further and further behind.
4,Silco,Jinx,What happened?
4,Jinx,Silco,She already told you.
4,Silco,Jinx,I'm asking you.
4,Jinx,Silco,One of those Firelight wackos was a girl.
4,Jinx,Silco,With pink hair.
4,Silco,Jinx,Hmm...
4,Silco,Jinx,Your sister's gone.
4,Silco,Jinx,You know that as well as I do.
4,Jinx,Silco,"I know. I know. Sisters, right?"
4,Jinx,Silco,"You can't live with 'em, can't stuff 'em back in the ol' babymaker."
4,Silco,Jinx,Today's screw-up will set us back weeks.
4,Jinx,Silco,I'm sorry.
4,Silco,Jinx,I need to know that I can rely on you.
4,Jinx,Silco,Phew.
4,Silco,Jinx,"I'm doing this for us, Jinx. All of us."
4,Silco,Jinx,The sons and daughters of Zaun deserve more than their runoff.
4,Jinx,Silco,It won't happen again.
4,Silco,Jinx,I know.
4,Silco,Jinx,Sevika will clean up today's mess.
4,Jinx,Silco,Sevika? That ogre couldn't clean a dust bunny with a blowtorch.
4,Silco,Jinx,She'll suffice. You should focus on your gadgetry.
4,Jinx,Silco,Ugh.
4,Silco,Jinx,Take some time.
4,Jinx,Silco,I don't need time.
4,Silco,Jinx,Take it anyhow.
4,Elora,Mel,Fundraiser's going well.
4,Elora,Mel,Your mother would be proud.
4,Mel,Elora,Hmm... Would she?
4,Elora,Mel,Tired of mingling?
4,Mel,Elora,Hmm. These people have nothing new to offer me.
4,Mel,Elora,The only one actually worth my time is him.
4,Elora,Mel,The golden boy.
4,Mel,Elora,"Ah, he's won Piltover's heart."
4,Elora,Mel,"Oh, speak of the devil."
4,Jayce,Mel,Could I borrow you for a minute?
4,Mel,Jayce,To what do I owe the pleasure?
4,Jayce,Mel,It's Heimerdinger.
4,Mel,Jayce,When is it not?
4,Jayce,Mel,We've shown him our research.
4,Jayce,Mel,He thinks we need more time.
4,Mel,Jayce,It's Progress Day.
4,Mel,Jayce,Representatives from all over the world
4,Mel,Jayce,have come to see what new wonders the City of Progress has to offer.
4,Mel,Jayce,"If there's a time to present a new creation, it is now."
4,Jayce,Mel,Great.
4,Mel,Jayce,Heimerdinger is a great scientist. But he's old. He only ever sees the past.
4,Mel,Jayce,Piltover needs a leader who looks forward.
4,Mel,Jayce,Someone like you.
4,Jayce,Mel,You really believe that?
4,Mel,Jayce,Hextech has the potential to change everything.
4,Mel,Jayce,The world is ready.
4,Mel,Jayce,And I've already spoken to several potential investors.
4,Jayce,Mel,Investors?
4,Mel,Jayce,Of course.
4,Mel,Jayce,Everyone wants Hextech for themselves.
4,Mel,Jayce,It's your speech.
4,Mel,Jayce,Give the people a glimpse of the future.
4,Jinx,Jinx,It wasn't her.
4,Jinx,Jinx,It wasn't.
4,Jinx,Jinx,I know. Just... just some wannabe street trash.
4,Jinx,Jinx,"I got confused, that's all."
4,Jinx,Jinx,"Now, he thinks I'm weak."
4,Jinx,Jinx,Sevika will clean it up.
4,Jinx,Jinx,Sevika's a regular Johnny-on-the-spot.
4,Jinx,Jinx,I'm not weak.
4,Jinx,Jinx,And I'm gonna show him.
4,Jinx,Jinx,"Oh, I'm gonna show him. You'll see."
4,Viktor,Jayce,Where were you?
4,Viktor,Jayce,They were asking if I could do the address.
4,Jayce,Viktor,You should come up with me. We're partners.
4,Viktor,Jayce,"No, no. Not in front of all of them..."
4,Viktor,Jayce,You... have your speech prepared?
4,Jayce,Viktor,Uh-huh.
4,Mrs. Kiramann,,An inspiration to Piltover's future
4,Mrs. Kiramann,,and that of all humanity.
4,Mrs. Kiramann,,Please join me in welcoming to the stage...
4,Mrs. Kiramann,,Jayce Talis.
4,Jayce,Viktor,Guess it's time.
4,Jayce,,"Uh, good evening."
4,Jayce,,I know many of you probably didn't expect to see me here today.
4,Jayce,,"And believe me, I'm just as shocked as you are."
4,Jayce,,"My family and I are simple people. In our factory, we made hammers."
4,Jayce,,They were probably used to cut the stones you're standing on right now.
4,Jayce,,No one in my life expected very much of me.
4,Jayce,,And that is precisely what makes this moment so extraordinary.
4,Jayce,,"A few years ago, the Hexgates opened their ports to the world"
4,Jayce,,and made Piltover prosper beyond anything we could have ever imagined.
4,Jayce,,But... we're not done yet.
4,Jayce,,"This year, we've created something new for you."
4,Jayce,,Something that... um...
4,Jayce,,That we will share with you...
4,Jayce,,...when the time is right.
4,Jayce,,Things that will bring an end to your hardships.
4,Jayce,,"Whether you're the scion of our high houses,"
4,Jayce,,or an honest laborer from the underground.
4,Jayce,,"We vow to keep pressing forward, for we are the City of Progress."
4,Jayce,,And our future is bright.
4,,,"That it, then?"
4,,,I thought that Talis boy was some kind of genius.
4,Guard 1,,"Last year, didn't he launch a blimp halfway across the continent?"
4,Caitlyn,Guard 1,"Airship, actually."
4,Caitlyn,Guard 1,An airship has a rigid metal hull. It's not a blimp.
4,,,"It's a balloon, ain't it?"
4,,,Sure as hell looks that way.
4,,,"Pardon us, if we aren't quite so refined as you, milady."
4,,,"What are you even doing here, Kiramman?"
4,,,Don't you have a cocktail party to attend?
4,Caitlyn,,Fire.
4,Caitlyn,,Fire!
4,,,What's happening?
4,Caitlyn,,Get the fire brigade.
4,Jinx,,"Help. In here, please. Help me."
4,Jinx,,"Help. It's so hot, please. I'm trapped."
4,Jinx,,I'm a helpless little girl and I've set the building on fire.
4,Jinx,,By accident. Totally by accident.
4,Caitlyn,,Get out. Now.
4,Jinx,,"Also, I brought this dynamite. Goodbye."
4,Viktor,,The gemstone is gone. Along with some of our research papers.
4,Marcus,,The situation is still developing. No one in the undercity has claimed responsibility yet.
4,Heimerdinger,,How did it come to this?
4,,,Hmm. For too long has the underground been left unchecked.
4,,,We've lost touch.
4,,,They may not be your preferred constituents but they're still our people.
4,Mrs. Kiramann,,The undercity cannot be controlled. Not by us.
4,,,So where does that leave us?
4,,,Mr. Talis?
4,,,Could the trenchers build a weapon with the stolen crystal?
4,,,"Shimmer, body replacements..."
4,,,"We've seen their ingenuity over the years, of course, they can."
4,Jayce,,"If the right person got a hold of it,"
4,Jayce,,it's possible they could utilize its energy.
4,Mrs. Kiramann,,We need to address this immediately.
4,Jayce,,I agree.
4,Jayce,,It was my responsibility to safeguard this technology and I failed.
4,Jayce,,My mistake cost people their lives.
4,Jayce,,I have come before you to recommend that we suspend all Hextech operations
4,Jayce,,until the situation is resolved.
4,Jayce,,"Including our laboratories, the refinery and the Hexgates."
4,,,Have you lost your mind?
4,,,The Hexgates must remain open.
4,,,Piltover's status as a global shipping lane depends on it.
4,,,Thousands would lose their income.
4,Jayce,,But shouldn't the safety of Piltover be our first priority?
4,Heimerdinger,,You would sacrifice your life's work?
4,,,"Without the Hexgates, my goods cannot reach foreign markets till winter."
4,,,Am I to tell the Noxians
4,,,their next shipment of wine will be vinegar?
4,Mel,,Councilors. It appears we are at an impasse.
4,Mel,,"If we shut down the Hexgates, the city will suffer."
4,Mel,,"But if we do nothing,"
4,Mel,,we leave ourselves vulnerable to malefactors.
4,Mel,,More lives may be lost.
4,Mel,,Perhaps the time has come to explore a more radical solution.
4,Mrs. Kiramann,,What are you suggesting?
4,Mel,,Mr. Talis has demonstrated his commitment to our safety.
4,Mel,,He's willing to sacrifice his own enterprise.
4,Mel,,And it seems to me only Mr. Talis
4,Mel,,has the knowledge necessary to secure the Hexgates.
4,Mel,,"I propose that a new chair be brought forth,"
4,Mel,,and that House Talis be elevated to this august body.
4,Jayce,,What?
4,Mel,,"As a Councilor,"
4,Mel,,he will have the resources necessary to protect all our investments.
4,,,"Councilor Medarda, his is highly irregular."
4,,,The Council has held seven seats for generations.
4,,,Does the boy have any experience?
4,Mel,,Only that of a scientist. Like Heimerdinger.
4,Heimerdinger,,I believe Councilor Medarda is right.
4,Heimerdinger,,Hextech security should be administered by a scientist.
4,Heimerdinger,,I second the motion.
4,Mel,,"Well then, shall we vote?"
4,Silco,Jinx,Jinx!
4,Silco,Jinx,Jinx! Jinx!
4,Silco,Jinx,Jinx!
4,Jinx,Silco,That's me.
4,Silco,Jinx,"Half a dozen enforcers, dead. Enforcers. Dead."
4,Jinx,Silco,Yeah...
4,Silco,Jinx,A building blown to pieces.
4,Jinx,Silco,"Oh, yeah."
4,Silco,Jinx,Do you have any idea what you've done?
4,Jinx,Silco,"Actually, I do."
4,Jinx,Silco,Happy Progress Day!
4,Jayce,Caitlyn,Hey.
4,Jayce,Caitlyn,How are you feeling?
4,Caitlyn,Jayce,I've had a break in the case.
4,Jayce,Caitlyn,Shouldn't you be resting?
4,Caitlyn,Jayce,While the trail is hot?
4,Caitlyn,Jayce,"Listen, you know how I've suspected"
4,Caitlyn,Jayce,there is a single mind behind the undercity's violence?
4,Jayce,Caitlyn,The great conspiracy.
4,Caitlyn,Jayce,I think whoever attacked the square is our suspect.
4,Caitlyn,Jayce,The same symbols showed up at the botched smuggling operation at the Hexgates.
4,Jayce,Caitlyn,The Hexgates?
4,Caitlyn,Jayce,Keep up.
4,Caitlyn,Jayce,"All this time, they've kept their dealings localized to the undercity."
4,Caitlyn,Jayce,Low priority. The attack on the square changes things.
4,Caitlyn,Jayce,They've overstepped.
4,Caitlyn,Jayce,"If I can figure who made this,"
4,Caitlyn,Jayce,it could lead me directly to whoever's behind it all.
4,Caitlyn,Jayce,"The answer is here, staring me in the face."
4,Caitlyn,Jayce,I can feel it.
4,Jayce,Caitlyn,How do you intend to prove any of this?
4,Caitlyn,Jayce,If I can just work this out. Marcus will have to listen.
4,Jayce,Caitlyn,"If there's one thing I've learned about the Council,"
4,Jayce,Caitlyn,they need more than just theories.
4,Caitlyn,Jayce,Since when did you concern yourself with the Council's opinion?
4,Jayce,Caitlyn,Since I...
4,Jayce,Caitlyn,became a Councilor.
4,Caitlyn,Jayce,You're serious.
4,Caitlyn,Jayce,When? Why?
4,Caitlyn,Jayce,Have they discovered how to govern with grease and a spanner?
4,Jayce,Caitlyn,Ha ha. I was actually hoping you might consider joining my staff.
4,Caitlyn,Jayce,House Talis Security.
4,Caitlyn,Jayce,That's a ceremonial position. I'd live behind a desk.
4,Jayce,Caitlyn,"You almost died, Cait."
4,Jayce,Caitlyn,I just... I just want you to be safe.
4,Caitlyn,Jayce,"Thanks, but I already have a job."
4,Jayce,Caitlyn,No. You don't.
4,Jayce,Caitlyn,"After the attack, your parents spoke to the Sheriff."
4,Jayce,Caitlyn,This is the best I could do.
4,Caitlyn,Jayce,"I don't need charity, Councilor. Yours or my parents'."
4,Jayce,Caitlyn,Cait.
4,Caitlyn,Jayce,Get out.
4,Caitlyn,guard,I need to speak with one of the inmates.
4,,,"Oh, folks in here aren't usually very talkative."
4,Caitlyn,guard,This one was hit by friendly fire.
4,Caitlyn,guard,He's got reason to talk. Must have been sent in today?
4,,,Oh. Inmate 2135.
4,Caitlyn,guard,Why not?
4,,,"Uh, well, there's been..."
4,Caitlyn,guard,"You don't understand, I have to talk to him."
4,Caitlyn,guard,Who assaulted him?
4,Vi,Caitlyn,Who the hell are you?
,,,
5,Grayson,Caitlyn,Hmm.
5,Grayson,Caitlyn,"That was quite some shooting, Kiramman."
5,Caitlyn,Grayson,Did my parents pay you to let me win?
5,Grayson,Caitlyn,Hmm... That's a serious accusation.
5,Caitlyn,Grayson,"You held your shot, I saw you."
5,Grayson,Caitlyn,The trophy is yours. You earned it.
5,Caitlyn,Grayson,You haven't answered my question.
5,Grayson,Caitlyn,"No, your parents didn't pay me."
5,Grayson,Caitlyn,I just thought you deserved it.
5,Grayson,Caitlyn,I'm an enforcer.
5,Grayson,Caitlyn,"For me, knowing how to handle this weapon means being able to protect people."
5,Grayson,Caitlyn,To be of service to the city. And that's trophy enough.
5,Grayson,Caitlyn,"Begs the question, young Kiramman. What are you shooting for?"
5,Caitlyn,Vi,I took a look at your file.
5,Caitlyn,Vi,There's no record of you or your crimes. What are you here for?
5,Vi,Caitlyn,My sunny personality.
5,Caitlyn,Vi,You attacked an inmate. Why?
5,Vi,Caitlyn,Why not?
5,Caitlyn,Vi,He was a witness in an ongoing investigation.
5,Vi,Caitlyn,"Hmm, bummer."
5,Caitlyn,Vi,This was a waste of time.
5,Vi,Caitlyn,Couldn't have put it better.
5,Vi,Caitlyn,"Hey, give Silco a kiss on that winning eye of his, will you?"
5,Caitlyn,Vi,Silco? The industrialist?
5,Vi,Caitlyn,"Okay, this is getting old."
5,Vi,Caitlyn,"Can you just send in whoever's gonna kick the shit out of me,"
5,Vi,Caitlyn,so I can get on with my night?
5,Caitlyn,Vi,Does this mean anything to you?
5,Vi,Caitlyn,Where did you get this?
5,Caitlyn,Vi,My question first. He worked for Silco?
5,Vi,Caitlyn,"Uh, they all do."
5,Vi,Caitlyn,How can anyone not know that? Where did you find this?
5,Caitlyn,Vi,There was an attack. This is evidence.
5,Caitlyn,Vi,I need proof if I'm to believe what you're saying about Silco.
5,Vi,Caitlyn,I could get it for you. Just not from in here.
5,Caitlyn,Vi,In what mad world would I trust someone like you?
5,Vi,Caitlyn,Someone like me?
5,Vi,Caitlyn,You enforcers are all the same. Just asshole criminals in fancy uniforms.
5,Vi,Caitlyn,You know what? Find Silco yourself.
5,Caitlyn,Vi,"I will, thank you."
5,Vi,Caitlyn,Hmm... Undercity's gonna eat you alive.
5,Caitlyn,guard,"I've got orders from Councilor Talis, concerning Inmate 516."
5,guard,Caitlyn,"Not cooperative, huh?"
5,guard,Caitlyn,"You, uh, you want us to have a chat with her?"
5,Caitlyn,guard,No.
5,guard,Caitlyn,Oh.
5,Caitlyn,guard,It's for her release.
5,guard,Caitlyn,Huh. Since when's he a Councilor?
5,Caitlyn,guard,Since today.
5,Caitlyn,guard,How many chats have you had with her?
5,guard,Caitlyn,"You know, I never even thought to count."
5,Marcus,,These brave Enforcers sacrificed their lives
5,Marcus,,to defend the values of our great city.
5,Marcus,,"To some, they are mothers..."
5,Marcus,,"fathers, sons..."
5,Marcus,,daughters...
5,Marcus,,"but to all, they are heroes."
5,,,"Who was this, Daddy?"
5,Marcus,,A good woman.
5,Marcus,Silco,You said you could control her. I lost six officers. Six!
5,Marcus,Silco,She pushed it too far this time. The Council's up in arms.
5,Marcus,Silco,I can't make this go away for you unless you give me something to work with.
5,Marcus,Silco,Arresting her would be doing you a favor.
5,Silco,Marcus,I don't need favors.
5,Silco,Marcus,I need you to do your job.
5,Silco,Marcus,The Firelights have been a thorn in both our sides.
5,Silco,Marcus,They ambushed my shipment at the Hexgates on the same day as the attack.
5,Silco,Marcus,It seems to me the Council has its culprit.
5,Marcus,Silco,"Oh, that's tidy for you."
5,Marcus,Silco,What if I'm not interested in playing along?
5,Silco,Marcus,"We've accomplished a lot together, Marcus. Sheriff."
5,Silco,Marcus,And there is more yet to achieve.
5,Silco,Marcus,I hope you can remain a part of it.
5,Silco,Marcus,"For their families. From an anonymous, concerned citizen."
5,Jayce,Viktor,Yesterday's smuggling fiasco was nothing.
5,Jayce,Viktor,"These manifests are full of discrepancies, dating back months."
5,Viktor,Jayce,This is a poor use of our time.
5,Jayce,Viktor,"I'm a Councilor now, Viktor."
5,Jayce,Viktor,It's my responsibility to make sure the Hexgates are safe and protected.
5,Viktor,Jayce,"What about our pledge to improve lives, for those in need? For the undercity?"
5,Jayce,Viktor,"Look, I'm sorry I didn't announce our other projects in my speech."
5,Jayce,Viktor,"Soon, we can do everything we..."
5,Viktor,Jayce,Soon?
5,Viktor,Jayce,"There are people who need our help now, Jayce."
5,Marcus,Jayce,You wanted to see me?
5,Jayce,Marcus,Have your people ever reviewed these logs?
5,Marcus,Jayce,"Mr. Talis, I assure you..."
5,Jayce,Marcus,Councilor.
5,Jayce,Marcus,And the only assurance I need is that
5,Jayce,Marcus,you will search and seize any unauthorized merchandise.
5,Jayce,Marcus,I've made a list of suspicious transactions.
5,Marcus,Jayce,"All due respect, Councilor,"
5,Marcus,Jayce,today's your first day...
5,Jayce,Marcus,Second.
5,Marcus,Jayce,Right.
5,Marcus,Jayce,You sure you don't want to confer with the other Councilors before...
5,Jayce,Marcus,"This corruption runs deep, Sheriff."
5,Jayce,Marcus,I intend to root it out.
5,Jayce,Marcus,Have you made any progress with the stolen Gemstone?
5,Marcus,Jayce,Yes. Chief suspect is an undercity gang.
5,Marcus,Jayce,They call themselves the Firelights.
5,Marcus,Jayce,"They operate like phantoms,"
5,Marcus,Jayce,doing hit-and-runs on civilians and disappearing into the night.
5,Jayce,Marcus,How soon till we track them down?
5,Marcus,Jayce,I've got my best officers on it.
5,Jayce,Viktor,Viktor? You all right?
5,Viktor,Jayce,A... a headache. I just... I need to get to the lab.
5,Jinx,,Boring...
5,Jinx,,Boring. Wow. Super boring...
5,Jinx,,Here we go!
5,Jinx,,It's all about these runes.
5,Jinx,Jinx,"They form some kind of math-y, magic-y gateway."
5,Jinx,Jinx,To the realm of heebie-jeebies. And this... Turns it on.
5,Jinx,Jinx,So... here goes.
5,Jinx,Jinx,No!
5,Jinx,Jinx,No! It was a mistake! It was a mistake.
5,Caitlyn,Vi,I heard the bathysphere has a nice view.
5,Caitlyn,Vi,That could be a good way to get a lay of the land.
5,Vi,Caitlyn,Too risky.
5,Caitlyn,Vi,What...
5,Vi,grunt,Nice jacket.
5,Vi,Caitlyn,Welcome to the Lanes.
5,Caitlyn,Vi,You almost got me killed.
5,Vi,Caitlyn,My little sister could do that when she was seven.
5,Vi,Caitlyn,All us fissure folk can. Don't you want to blend in?
5,Jayce,Viktor,You had a vision?
5,Viktor,Jayce,What if we've been looking at it backwards?
5,Viktor,Jayce,We've been trying to discover runes that invoke specific effects
5,Viktor,Jayce,and then molding them to a useful function.
5,Viktor,Jayce,"Tools, as you like to put it. But, but..."
5,Viktor,Jayce,"If the legends are true, mages aren't bound to single functions."
5,Viktor,Jayce,It's said the Arcane speaks through them.
5,Jayce,Viktor,I'm still not following.
5,Viktor,Jayce,They think. They adapt.
5,Jayce,Viktor,You think Hextech can... learn?
5,Jayce,Viktor,Are you sure this is safe?
5,Viktor,Jayce,Of course not.
5,Vi,Caitlyn,"Oh, Jericho! Have I missed these."
5,Vi,Caitlyn,Hmm?
5,Caitlyn,Vi,No. Thank you.
5,Vi,Caitlyn,You're missing out.
5,Caitlyn,Vi,Are you going to question him?
5,Vi,Caitlyn,About what? The meat?
5,Vi,Caitlyn,Definitely not above board.
5,Caitlyn,Vi,Silco. His connections? Isn't that why we're here?
5,Vi,Caitlyn,We're here because I'm hungry. Do you know what prison food is like?
5,Vi,Caitlyn,"No, of course, you don't."
5,Caitlyn,Vi,Unbelievable. I didn't break you out of jail to eat... slop.
5,Caitlyn,Vi,"I knew this was a terrible idea. You don't actually know anything, do you?"
5,Vi,Caitlyn,Mm. Better than I remember.
5,Jayce,,Hmm.
5,Jayce,Mel,I haven't been here in years.
5,Jayce,Mel,Since my parents brought me for the winter fest.
5,Mel,Jayce,We're not here for the performance. Your House is in trouble.
5,Mel,Jayce,That merchant formerly enjoyed certain leniencies
5,Mel,Jayce,with regard to her trade in exchange for her generous Academy patronage.
5,Jayce,Mel,By leniencies you mean corruption?
5,Mel,Jayce,"Hmm, Amara's harmless."
5,Mel,Jayce,"Oh, look at those two stooges."
5,Jayce,Mel,Councilors Hoskel and Salo. Don't they hate each other?
5,Mel,Jayce,"Hmm. But they share a taste for the finer Noxian spirits,"
5,Mel,Jayce,technically an illegal import.
5,Jayce,Mel,I tightened our security.
5,Mel,Jayce,"And in so doing, put a target on your back."
5,Mel,Jayce,There are those who covet your power over the wealth the Hexgates afford.
5,Mel,Jayce,And would take any opportunity to seize it from you.
5,Mel,Jayce,"You've just made yourself everyone's common enemy, Jayce."
5,Caitlyn,Vi,Hmm.
5,Caitlyn,Vi,"Well, that place does look like it has bodies buried in the basement."
5,Vi,Caitlyn,You don't know anything.
5,Jayce,Mel,I can't compromise the safety of the Hexgates for collateral.
5,Mel,Jayce,No one's asking you to. These are simply favors amongst friends.
5,Jayce,Mel,I never wanted anything to do with politics. You pushed this on me.
5,Mel,Jayce,"You're a symbol of the future now, Jayce, whether you like it or not."
5,Mel,Jayce,With that comes the potential to shape your own destiny.
5,Mel,Jayce,The Council assumes you'll fail. Time to prove them all wrong. Once again.
5,Mel,Amara,"Welcome, Amara. How's little Rohan?"
5,Amara,,Councilor Medarda. Councilor Talis.
5,Mel,Amara,He's just as precocious as ever.
5,Amara,Mel,I had quite a shock this morning. Enforcers banging on my door.
5,Mel,Amara,"Oh, I hope you'll understand, Jayce had to make a show of safety."
5,Mel,Amara,But he's here now to negotiate all his deals personally.
5,Mel,Amara,Councilor Talis is willing to reinstate former trade privileges
5,Mel,Amara,to those who share his vision.
5,Mel,Amara,Can we count you amongst them?
5,Amara,Mel,Councilor Bolbok seems to think other arrangements would be more profitable.
5,Mel,Amara,The man's a fool.
5,Mel,Amara,"With him, you'd be investing in the past."
5,Mel,Amara,"With us, you'd be investing in the future."
5,Jayce,Amara,"You know, Councilor Medarda's right. The Hexgates are only the beginning."
5,Jayce,Amara,"In fact, we're currently looking for new partners in our Hextech research,"
5,Jayce,Amara,"and as a supporter of House Talis,"
5,Jayce,Amara,you'd be the first in line to any of our advancements.
5,Amara,Jayce,How can I say no to such an auspicious offer?
5,Mel,Jayce,Hextech partners?
5,Jayce,Mel,"Has a nice ring, doesn't it?"
5,Mel,Jayce,"Mm. Your audience awaits, Councilor."
5,Elora,Mel,He's been quite the investment.
5,Mel,Elora,Indeed. Better than expected.
5,Vi,Caitlyn,The one place all the secrets are spilled.
5,,,Oh.
5,Caitlyn,Vi,How exactly do you propose we go about this?
5,Vi,Caitlyn,Let 'em think you work here.
5,Caitlyn,Vi,Excuse me?
5,Caitlyn,Vi,I will not.
5,Vi,Caitlyn,You know what your problem is?
5,Caitlyn,Vi,Please. Tell me.
5,Vi,Caitlyn,You expect everyone to give you what you want.
5,Vi,Caitlyn,"If you really want people to talk to you,"
5,Vi,Caitlyn,you have to let them think you have what they want.
5,Caitlyn,Vi,And what do I have?
5,Vi,Caitlyn,"You're hot, cupcake."
5,Vi,Caitlyn,"So what'll it be, man or woman?"
5,Pim,Caitlyn,Um...
5,Pim,Caitlyn,Hi.
5,Pim,Caitlyn,I'm Pim. What's your name?
5,Vi,Pim,Matilda. But you can call her whatever you want.
5,Caitlyn,Pim,"Ah, yes. Matilda."
5,Caitlyn,Pim,My parents named me Matilda.
5,Caitlyn,Pim,"After my great-grandmother Matilda, the, uh..."
5,,,Would you believe it?
5,Silco,Marcus,"Sheriff, what a lovely surprise."
5,Marcus,Silco,"The Hextech wonder boy is on the Council now,"
5,Marcus,Silco,and he's asking questions.
5,Marcus,Silco,It's only a matter of time before he finds the truth.
5,Silco,Marcus,"What is truth, but a survivor's story?"
5,Marcus,Silco,"If I'm discovered, we're both finished."
5,Silco,Marcus,Good thing you've located proof of the Firelights' involvement.
5,Marcus,Silco,This has gone too far.
5,Silco,Marcus,Hmm? Imagining yourself a hero?
5,Silco,Marcus,One final act to make you the martyr you've always seen yourself as?
5,Silco,Marcus,Then what are you waiting for?
5,Silco,Jinx,"Ah, he's faltering."
5,Silco,Jinx,You need to weaponize the Hextech soon.
5,Silco,Jinx,"Once we've cracked their prize, topside will have no power over us."
5,Jinx,Silco,I can't do it. Just... give it to the doctor.
5,Silco,Jinx,"You're the only one I can trust with this, Jinx."
5,Jinx,Silco,I keep... seeing them. That day.
5,Silco,Jinx,"Fear haunts us all, child."
5,informant,Vi,"Sweetheart, I was real sad to hear about Vander."
5,informant,Vi,And the kids. Just terrible.
5,Vi,informant,"By the looks of it, no one down here lifted a finger to stop Silco."
5,informant,Vi,A few tried but Silco's got the muscle... and the money.
5,informant,Vi,He took over the Last Drop.
5,Vi,informant,I saw.
5,informant,Vi,Things have changed without Vander looking out for us.
5,Vi,informant,Have you heard anything about Powder? I think Silco has her.
5,Vi,informant,I have to find her.
5,informant,Vi,Silco's number two's a regular.
5,informant,Vi,I can have Miguel tell you where to find her.
5,Vi,informant,I owe you.
5,informant,Vi,It's nothing.
5,,,I've only ever imagined the gardens...
5,,,This is all I've seen.
5,Mel,Jayce,You did well today.
5,Jayce,Mel,I had a good teacher.
5,Mel,Jayce,It's only a matter of time before those old fools on the Council
5,Mel,Jayce,officially accept your research.
5,Jayce,Mel,"My father put hammers in the hands of the people,"
5,Jayce,Mel,and they built this magnificent city.
5,Jayce,Mel,Imagine the wonders they could create if we put magic in their hands.
5,Mel,Jayce,The world will never be the same.
5,Mel,Jayce,The Medardas usually only take from the world.
5,Mel,Jayce,We're not often in the position to give anything back.
5,Jayce,Mel,I couldn't have done it without you.
5,Viktor,,Hmm.
5,Sky,Viktor,It's beautiful.
5,Viktor,Sky,I can't figure out why it's not working.
5,Sky,Viktor,You will.
5,Sky,Viktor,Are you headed home soon? I thought we could walk together.
5,Viktor,Sky,"I'm, uh, probably going to sleep here tonight."
5,Sky,Viktor,"Again? You know there's always tomorrow, right?"
5,Viktor,Sky,"Good night, Miss Young."
5,,,Mm.
5,Silco,Jinx,I almost drowned in these waters.
5,Jinx,Silco,You told me a million times.
5,Silco,Jinx,Vander wasn't the man you thought he was.
5,Jinx,Silco,"Right, he was like a brother to you,"
5,Jinx,Silco,"and he turned his back and blah, blah, blah."
5,Jinx,Silco,Did I miss anything?
5,Silco,Jinx,I've got a new one for you.
5,Silco,Jinx,"That day, I let a weak man die."
5,Silco,Jinx,And another was reborn.
5,Silco,Jinx,"Betrayal, that pain that feels like it'll eat you from the inside out,"
5,Silco,Jinx,can either break you or forge you into something greater.
5,Silco,Jinx,You need to let Powder die.
5,Silco,Jinx,So the fear of pain will no longer control you.
5,Silco,Jinx,You're strong now. Just like you were always meant to be.
5,Silco,Jinx,Jinx is perfect.
5,Viktor,Jayce,Jayce?
5,Jayce,Viktor,"Viktor, the doctors, um, they said you're..."
5,Viktor,Jayce,How much time do I have?
5,Sevika,,"Rotten luck, boys!"
5,Sevika,Vi,Vi?
5,Vi,Sevika,You filthy traitor.
5,Sevika,Vi,Vander had his chance.
5,Sevika,Vi,I see you never learned patience.
5,Vi,Sevika,Where's my sister? Where's he keeping her?
5,Sevika,Vi,Keeping her? You mean Jinx?
5,Sevika,Vi,She works for him.
5,Sevika,Vi,She's like his daughter.
5,Sevika,Vi,I'll give her your regards.
5,Vi,Caitlyn,Why did you let her go?
5,Caitlyn,Vi,"Do you ever say ""thank you?"""
5,Vi,Caitlyn,He's gonna know we're here now.
5,Caitlyn,Vi,Whose fault is that?
5,Vi,Caitlyn,You're an all-right shot.
5,Caitlyn,Vi,I'm an excellent shot.
5,Vi,Caitlyn,"You gonna help me out, cupcake?"
5,Caitlyn,Vi,Stop calling me that. My name is Caitlyn.
5,Vi,Caitlyn,But you're so sweet.
5,Vi,Caitlyn,Like a cupcake.
5,Caitlyn,Vi,Shut up.
5,Silco,Sevika,You're making a mess.
5,Sevika,Silco,The sister.
5,Sevika,Silco,She's back.
5,Silco,Sevika,From the dead?
,,,
6,,,Whoo!
6,,,"Come over here, come on!"
6,,,Sky?
6,Singed,Viktor,Don't be afraid.
6,Singed,Viktor,You built this?
6,Singed,Viktor,Why aren't you playing with the others?
6,Singed,Viktor,Hm.
6,Singed,Viktor,Loneliness is often the byproduct of a gifted mind.
6,Viktor,Singed,What is it?
6,Singed,Viktor,Hmm? Oh. This is Rio.
6,Singed,Viktor,She's a rare mutation that I cultivated.
6,Singed,Viktor,Here.
6,Singed,Viktor,Go on.
